CID,name,CN_TriggerLevel,skill_tag,CN_skill_tag,skill_text,INSTRUCTION,comment,damage_ratio,damage_ratio_growth,D_LEVEL12,D_LEVEL14,D_LEVEL16,stun_ratio,stun_ratio_growth,S_LEVEL12,S_LEVEL14,S_LEVEL16,sp_threshold,sp_consume,sp_recovery,adrenaline_threshold,adrenaline_consume,adrenaline_recovery,fever_recovery,self_fever_re,miasmic_shield_break,distance_attenuation,initial_level,anomaly_accumulation,skill_type,trigger_buff_level,element_type,element_damage_percent,diff_multiplier,ticks,hit_times,on_field,anomaly_attack,interruption_resistance,swap_cancel_ticks,labels,follow_up,follow_by,aid_direction,aid_lag_ticks,tick_list,force_add_condition_APL,heavy_attack,max_repeat_times,do_immediately,anomaly_update_list
1061,可琳,特殊技,1061_E_1,第1段特殊技,回旋斩击,,0.00%,66.70%,6.10%,133.80%,146.00%,158.20%,66.70%,3.10%,100.80%,107.00%,113.20%,0,0,0,0,0,0,16.48,18.3425,66.69,0,0,6668,1,1,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1061,可琳,特殊技,1061_E_2,第2段特殊技,持续斩击最大,,0.00%,37.50%,3.50%,76.00%,83.00%,90.00%,37.50%,1.80%,57.30%,60.90%,64.50%,0,0,0,0,0,0,9.38,10.3125,37.5,0,0,3750,1,1,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
0,可琳,特殊技,0_E_A,特殊技形态A,废弃,,第2段持续斩击蓄力不满，倍率并未明示，只能通过对比技能跳数来反推。蓄满12跳，不蓄满8跳，已知第一段4跳，最后一段1跳，那么中间段跳数比例应该是7:3，等比缩小倍率,25.00%,2.30%,50.30%,54.90%,59.50%,25.00%,1.20%,38.20%,40.60%,43.00%,0,0,0,0,0,0,4.02,6.875,25,0,0,2499,1,1,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1061,可琳,特殊技,1061_E_3,第3段特殊技,爆炸,,0.00%,25.00%,2.30%,50.30%,54.90%,59.50%,25.00%,1.20%,38.20%,40.60%,43.00%,0,0,0,0,0,0,6.13,6.875,25,0,0,2499,1,1,0,1,0,0,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
0,可琳,特殊技,0_E_NFC,特殊技（不满）,废弃,,该动作包含了特殊技1段、2段不完整版、爆炸,25.00%,2.30%,50.30%,54.90%,59.50%,25.00%,1.20%,38.20%,40.60%,43.00%,0,0,0,0,0,0,26.62,6.875,25,0,0,2499,1,1,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
0,可琳,特殊技,0_E_FC,特殊技（满）,废弃,,该动作包含了特殊技1段、2段完整版、爆炸,25.00%,2.30%,50.30%,54.90%,59.50%,25.00%,1.20%,38.20%,40.60%,43.00%,0,0,0,0,0,0,31.98,6.875,25,0,0,2499,1,1,0,1,0,139,12,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1061,可琳,强化特殊技,1061_E_EX_1,第1段强化特殊技,回旋斩击,,0.00%,345.10%,31.40%,690.50%,753.30%,816.10%,206.40%,9.40%,309.80%,328.60%,347.40%,80,20,0,0,0,0,62.65,68.9425,93.01,0,0,20333,1,2,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1061,可琳,强化特殊技,1061_E_EX_2,第2段强化特殊技,持续斩击最大,,0.00%,1035.20%,94.20%,2071.40%,2259.80%,2448.20%,619.00%,28.20%,929.20%,985.60%,1042.00%,60,40,0,0,0,0,187.9,206.7725,279.03,0,0,61001,1,2,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
0,可琳,强化特殊技,0_E_EX_A,强化E形态A,废弃,,第2段持续斩击蓄力不满，倍率并未明示，只能通过对比技能跳数来反推。蓄满32跳，不蓄满8跳，已知第一段4跳，最后一段1跳，那么中间段跳数比例应该是9:1，等比缩小倍率,345.10%,31.40%,690.50%,753.30%,816.10%,206.40%,9.40%,309.80%,328.60%,347.40%,5,5,0,0,0,0,20.88,68.9425,93.01,0,0,20333,1,2,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1061,可琳,强化特殊技,1061_E_EX_3,第3段强化特殊技,爆炸,,0.00%,345.10%,31.40%,690.50%,753.30%,816.10%,206.40%,9.40%,309.80%,328.60%,347.40%,20,20,0,0,0,0,62.65,68.9425,93.01,0,0,20333,1,2,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
0,可琳,强化特殊技,0_E_EX_NFC,强化特殊技（不满）,废弃,,该动作包含了强化特殊技1段、2段不完整版、爆炸,345.10%,31.40%,690.50%,753.30%,816.10%,206.40%,9.40%,309.80%,328.60%,347.40%,80,45,0,0,0,0,146.18,68.9425,93.01,0,0,20333,1,2,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
0,可琳,强化特殊技,0_E_EX_FC,强化特殊技（满）,废弃,,该动作包含了强化特殊技1段、2段完整版、爆炸,345.10%,31.40%,690.50%,753.30%,816.10%,206.40%,9.40%,309.80%,328.60%,347.40%,80,80,0,0,0,0,313.2,68.9425,93.01,0,0,20333,1,2,0,1,0,262,42,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1061,可琳,冲刺攻击,1061_RA,冲刺攻击,,,可琳的闪避反击是可以长按的，此处只记录了按满的总倍率,96.70%,8.80%,193.50%,211.10%,228.70%,48.40%,2.20%,72.60%,77.00%,81.40%,0,0,1.741,0,0,0,11.73,13.31,48.35,0,0,4834,2,3,0,1,0,86,8,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1061,可琳,闪避反击,1061_CA,闪避反击,A,,可琳的冲刺攻击是可以长按的，此处只记录了按满的总倍率，喧响值实验，打了5次，414点,135.60%,12.40%,272.00%,296.80%,321.60%,65.90%,3.00%,98.90%,104.90%,110.90%,0,0,2.37,0,0,0,82.8,18.1225,140.82,0,0,6581,2,4,0,1,0,64,10,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1061,可琳,连携技,1061_QTE,连携技,,,,687.30%,62.50%,1374.80%,1499.80%,1624.80%,288.30%,13.20%,433.50%,459.90%,486.30%,0,0,0,0,0,0,188.45,262.1575,288.3,0,0,48779,3,5,0,1,0,155,14,TRUE,TRUE,0,155,,,,0,0,,,TRUE,1,TRUE,
1061,可琳,终结技,1061_Q,终结技,,,,2028.80%,184.50%,4058.30%,4427.30%,4796.30%,406.80%,18.50%,610.30%,647.30%,684.30%,0,0,0,0,0,0,0,0,906.71,0,0,40670,3,6,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,TRUE,
1061,可琳,普攻,1061_BH_Aid,受击支援,A,,,131.70%,12.00%,263.70%,287.70%,311.70%,131.70%,6.00%,197.70%,209.70%,221.70%,0,0,4.739,0,0,0,20.03,36.2175,65.82,0,0,13163,0,0,0,0,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1061,可琳,普攻,1061_Light_parry_Aid,轻招架,,,,0.00%,0.00%,0.00%,0.00%,0.00%,246.70%,11.30%,371.00%,393.60%,416.20%,0,0,0,0,0,0,16.68,0,366.64,0,0,0,0,0,0,0,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1061,可琳,普攻,1061_Heavy_parry_Aid,重招架,,,,0.00%,0.00%,0.00%,0.00%,0.00%,311.70%,14.20%,467.90%,496.30%,524.70%,0,0,0,0,0,0,291.75,0,416.64,0,0,0,0,0,0,0,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1061,可琳,普攻,1061_Chain_parry_Aid,连续招架,,,,0.00%,0.00%,0.00%,0.00%,0.00%,151.70%,6.90%,227.60%,241.40%,255.20%,0,0,0,0,0,0,291.75,0,116.64,0,0,0,0,0,0,0,0,10,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1061,可琳,普攻,1061_Assault_Aid,突击支援,,,,547.50%,49.80%,1095.30%,1194.90%,1294.50%,488.60%,22.30%,733.90%,778.50%,823.10%,0,0,0,0,0,0,151.63,166.7875,311.71,0,0,51801,0,0,0,0,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,普攻,1021_NA_1,第1段普攻,,,,55.20%,5.10%,111.30%,121.50%,131.70%,18.00%,0.90%,27.90%,29.70%,31.50%,0,0,0.616,0,0,0,4.1,4.7025,17.09,0,0,1708,0,0,0,1,0,23,2,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1021,猫又,普攻,1021_NA_2,第2段普攻,,,,62.60%,5.70%,125.30%,136.70%,148.10%,37.10%,1.70%,55.80%,59.20%,62.60%,0,0,1.269,0,0,0,8.45,9.7075,35.25,0,0,3524,0,0,0,1,0,25,2,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1021,猫又,普攻,1021_NA_3,第3段普攻,,,,72.70%,6.70%,146.40%,159.80%,173.20%,46.70%,2.20%,70.90%,75.30%,79.70%,0,0,1.599,0,0,0,10.65,12.2375,44.41,0,0,4440,0,0,0,1,0,29,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1021,猫又,普攻,1021_NA_4,第4段普攻,,,,170.20%,15.50%,340.70%,371.70%,402.70%,103.70%,4.80%,156.50%,166.10%,175.70%,0,0,3.555,0,0,0,24.33,27.17,98.74,0,0,9873,0,0,0,1,0,55,4,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1021,猫又,普攻,1021_NA_5,第5段普攻,,,,123.60%,11.30%,247.90%,270.50%,293.10%,58.90%,2.70%,88.60%,94.00%,99.40%,0,0,2.017,0,0,0,14.03,15.4275,58.98,0,0,5602,0,0,0,1,0,28,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,普攻,1021_SNA,特殊普攻,,,,71.80%,6.60%,144.40%,157.60%,170.80%,58.90%,2.70%,88.60%,94.00%,99.40%,0,0,2.017,0,0,0,14.03,15.4275,58.98,0,0,5602,0,0,0,1,0,36,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,特殊技,1021_E,特殊技,,,,47.30%,4.30%,94.60%,103.20%,111.80%,47.30%,2.20%,71.50%,75.90%,80.30%,0,0,0,0,0,0,11.05,12.4025,45.02,0,0,4501,1,1,0,1,0,75,5,TRUE,TRUE,0,116,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,强化特殊技,1021_E_EX,强化特殊技,,,,539.70%,49.10%,1079.80%,1178.00%,1276.20%,455.40%,20.70%,683.10%,724.50%,765.90%,40,40,0,0,0,0,134.45,148.61,175.04,0,0,43073,1,2,0,1,0,116,7,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,冲刺攻击,1021_RA,冲刺攻击,,,,35.10%,3.20%,70.30%,76.70%,83.10%,17.60%,0.80%,26.40%,28.00%,29.60%,0,0,0.601,0,0,0,14.6,16.06,16.69,0,0,1668,2,3,0,1,0,20,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,闪避反击,1021_CA,闪避反击,,,,227.90%,20.80%,456.70%,498.30%,539.90%,199.50%,9.10%,299.60%,317.80%,336.00%,0,0,3.239,0,0,0,22.1,24.75,239.97,0,0,8996,2,4,0,1,0,74,8,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,连携技,1021_QTE,连携技,,,,536.20%,48.80%,1073.00%,1170.60%,1268.20%,159.20%,7.30%,239.50%,254.10%,268.70%,0,0,0,0,0,0,158.05,229.185,168.37,0,0,36786,3,5,0,1,0,111,9,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,TRUE,
1021,猫又,终结技,1021_Q,终结技,,,,1571.10%,142.90%,3143.00%,3428.80%,3714.60%,118.10%,5.40%,177.50%,188.30%,199.10%,0,0,0,0,0,0,0,0,624.97,0,0,12496,3,6,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,TRUE,
1021,猫又,受击支援,1021_BH_Aid,受击支援,,,,94.50%,8.60%,189.10%,206.30%,223.50%,94.50%,4.30%,141.80%,150.40%,159.00%,0,0,3.239,0,0,0,22.1,24.75,44.99,0,0,8996,5,7,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1021,猫又,招架/回避支援,1021_Light_parry_Aid,轻招架,,,,0.00%,0.00%,0.00%,0.00%,0.00%,259.00%,11.80%,388.80%,412.40%,436.00%,0,0,0,0,0,0,16.68,0,366.64,0,0,0,5,8,0,1,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1021,猫又,招架/回避支援,1021_Heavy_parry_Aid,重招架,,,,0.00%,0.00%,0.00%,0.00%,0.00%,327.30%,14.90%,491.20%,521.00%,550.80%,0,0,0,0,0,0,29.18,0,416.64,0,0,0,5,8,0,1,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1021,猫又,招架/回避支援,1021_Chain_parry_Aid,连续招架,,,,0.00%,0.00%,0.00%,0.00%,0.00%,159.30%,7.30%,239.60%,254.20%,268.80%,0,0,0,0,0,0,29.18,0,116.64,0,0,0,5,8,0,1,0,10,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1021,猫又,突击支援,1021_Assault_Aid,突击支援,,,,300.40%,27.40%,601.80%,656.60%,711.40%,258.10%,11.80%,387.90%,411.50%,435.10%,0,0,0,0,0,0,81.6,89.76,124.97,0,0,26592,5,9,0,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,普攻,1121_NA_1,第1段普攻,普通攻击：对账,,一段,65.90%,6.00%,131.90%,143.90%,155.90%,47.10%,2.20%,71.30%,75.70%,80.10%,0,0,1.694,0,0,0,11.78,12.9525,47.06,0,0,0,0,0,0,0,0,60,2,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1121,本,普攻,1121_NA_2,第2段普攻,普通攻击：对账,,二段,189.00%,17.20%,378.20%,412.60%,447.00%,156.90%,7.20%,236.10%,250.50%,264.90%,0,0,5.646,0,0,0,39.23,43.1475,156.81,0,0,0,0,0,0,0,0,84,4,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1121,本,普攻,1121_NA_3,第3段普攻,普通攻击：对账,,三段,348.30%,31.70%,697.00%,760.40%,823.80%,260.10%,11.90%,391.00%,414.80%,438.60%,0,0,9.363,0,0,0,65.03,71.5275,260.08,0,0,0,0,0,0,0,0,105,3,TRUE,FALSE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,特殊技,1121_E_1,第1段特殊技,特殊技：拳债统计,格挡,主动攻击,41.70%,3.80%,83.50%,91.10%,98.70%,41.70%,1.90%,62.60%,66.40%,70.20%,0,0,0,0,0,0,10.43,11.4675,41.66,0,0,0,1,1,0,1,0,25,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1121,本,特殊技,1121_E_2,第2段特殊技,特殊技：拳债统计,反击，也就是“挠一爪子”，在和柯蕾妲的联动中会出现,格挡反击,233.40%,21.30%,467.70%,510.30%,552.90%,223.40%,10.20%,335.60%,356.00%,376.40%,0,0,0,0,0,0,20.85,22.935,83.31,0,0,0,1,1,0,1,0,51,2,TRUE,FALSE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,强化特殊技,1121_E_EX_1,第1段强化特殊技,强化特殊技：到期还拳,强化格挡,主动攻击,438.50%,39.90%,877.40%,957.20%,1037.00%,247.10%,11.30%,371.40%,394.00%,416.60%,60,30,0,0,0,0,85.7,94.27,103.52,0,0,27099,1,2,1,1,0,90,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1121,本,强化特殊技,1121_E_EX_2,第2段强化特殊技,强化特殊技：到期还拳,强化反击,追加攻击,438.50%,39.90%,877.40%,957.20%,1037.00%,247.10%,11.30%,371.40%,394.00%,416.60%,60,30,0,0,0,0,85.7,94.27,103.52,0,0,27099,1,2,1,1,0,72,3,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,强化特殊技,1121_E_EX_A_1,强化E形态A第1段,强化特殊技：到期还拳,强化完美格挡,格挡反击,500.50%,45.50%,1001.00%,1092.00%,1183.00%,367.60%,16.80%,552.40%,586.00%,619.60%,30,30,0,0,0,0,102.3,112.53,147.76,0,0,33071,1,2,1,1,0,77,2,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1121,本,强化特殊技,1121_E_EX_A_2,强化E形态A第2段,强化特殊技：到期还拳,强化完美反击,格挡追击,551.20%,50.20%,1103.40%,1203.80%,1304.20%,367.60%,16.80%,552.40%,586.00%,619.60%,30,30,0,0,0,0,102.3,112.53,147.76,0,0,33071,1,2,1,1,0,117,6,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,冲刺攻击,1121_RA,冲刺攻击,冲刺攻击：前来报销,,,138.40%,12.60%,277.00%,302.20%,327.40%,69.20%,3.20%,104.40%,110.80%,117.20%,0,0,2.491,0,0,0,17.3,19.03,69.17,0,0,0,2,3,0,0,0,72,5,TRUE,FALSE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,闪避反击,1121_CA,闪避反击,闪避反击：清算,,,225.70%,20.60%,452.30%,493.50%,534.70%,196.70%,9.00%,295.70%,313.70%,331.70%,0,0,3.481,0,0,0,24.18,26.5925,246.67,0,0,9666,2,4,1,1,0,59,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,连携技,1121_QTE,连携技,连携技：盖章，结算,,,627.30%,57.10%,1255.40%,1369.60%,1483.80%,328.30%,15.00%,493.30%,523.30%,553.30%,0,0,0,0,0,0,173.45,245.6575,228.3,0,0,42779,3,5,1,1,0,128,10,TRUE,TRUE,0,128,,,,0,0,,,TRUE,1,TRUE,
1121,本,终结技,1121_Q,终结技,终结技：拳债，全面清偿,,,1643.00%,149.40%,3286.40%,3585.20%,3884.00%,110.00%,5.00%,165.00%,175.00%,185.00%,0,0,0,0,0,0,0,0,610,0,0,11000,3,6,1,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,TRUE,
1121,本,受击支援,1121_BH_Aid,受击支援,快速支援：联合追债,,,96.70%,8.80%,193.50%,211.10%,228.70%,96.70%,4.40%,145.10%,153.90%,162.70%,0,0,3.481,0,0,0,24.18,26.5925,48.34,0,0,9666,5,7,1,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1121,本,招架/回避支援,1121_Light_parry_Aid,轻招架,招架支援：分摊风险,,轻招架,0.00%,0.00%,0.00%,0.00%,0.00%,225.10%,10.30%,338.40%,359.00%,379.60%,0,0,0,0,0,0,12.53,0,350.04,0,0,0,5,8,0,1,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1121,本,招架/回避支援,1121_Heavy_parry_Aid,重招架,招架支援：分摊风险,,重招架,0.00%,0.00%,0.00%,0.00%,0.00%,268.40%,12.20%,402.60%,427.00%,451.40%,0,0,0,0,0,0,20.85,0,383.34,0,0,0,5,8,0,1,0,30,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1121,本,招架/回避支援,1121_Chain_parry_Aid,连续招架,招架支援：分摊风险,,连续招架,0.00%,0.00%,0.00%,0.00%,0.00%,108.40%,5.00%,163.40%,173.40%,183.40%,0,0,0,0,0,0,20.85,0,83.34,0,0,0,5,8,0,1,0,10,1,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,TRUE,
1121,本,突击支援,1121_Assault_Aid,突击支援,支援突击：违约惩罚,,,325.90%,29.70%,652.60%,712.00%,771.40%,282.80%,12.90%,424.70%,450.50%,476.30%,0,0,0,0,0,0,92.25,101.475,153.37,0,0,30426,5,9,1,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1211,丽娜,普攻,1211_NA_1,第1段普攻,普通攻击：痛打呆子,,一段,44.00%,4.00%,88.00%,96.00%,104.00%,24.50%,1.20%,37.70%,40.10%,42.50%,0,0,0.838,0,0,0,8.75,6.4075,23.28,0,0,0,0,0,0,0,0,38,6,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1211,丽娜,普攻,1211_NA_2,第2段普攻,普通攻击：痛打呆子,,二段,111.40%,10.20%,223.60%,244.00%,264.40%,88.40%,4.10%,133.50%,141.70%,149.90%,0,0,3.029,0,0,0,15.03,16.5275,67.84,0,0,0,0,0,0,0,0,39,4,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1211,丽娜,普攻,1211_NA_3,第3段普攻,普通攻击：痛打呆子,,三段,117.10%,10.70%,234.80%,256.20%,277.60%,96.60%,4.40%,145.00%,153.80%,162.60%,0,0,3.31,0,0,0,35.1,38.61,91.94,0,0,8363,0,0,3,1,0,47,3,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1211,丽娜,普攻,1211_NA_4,第4段普攻,普通攻击：痛打呆子,,四段,183.90%,16.80%,368.70%,402.30%,435.90%,146.80%,6.70%,220.50%,233.90%,247.30%,0,0,5.59,0,0,0,31.08,34.1825,155.28,0,0,10474,0,0,3,1,0,136,24,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1211,丽娜,普攻,1211_SNA_1,第1段特殊普攻,普通攻击：赶走傻瓜,,,315.10%,28.70%,630.80%,688.20%,745.60%,315.10%,14.40%,473.50%,502.30%,531.10%,0,0,10.802,0,0,0,75.03,82.5275,300.04,0,0,30003,0,0,0,0,0,136,20,TRUE,FALSE,0,0,,,,0,0,,,TRUE,1,FALSE,
1211,丽娜,特殊技,1211_E,特殊技,特殊技：砸扁笨蛋,,,61.30%,5.60%,122.90%,134.10%,145.30%,61.30%,2.80%,92.10%,97.70%,103.30%,0,0,0,0,0,0,14.6,16.06,58.36,0,0,5835,1,1,3,1,0,90,6,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1211,丽娜,强化特殊技,1211_E_EX,强化特殊技,强化特殊技：笨蛋消失魔法,,,546.00%,49.70%,1092.70%,1192.10%,1291.50%,444.50%,20.30%,667.80%,708.40%,749.00%,60,60,0,0,0,0,104.18,114.5925,133.3,0,0,47162,1,2,3,1,0,81,15,TRUE,TRUE,0,0,,,,1,15,,,TRUE,1,FALSE,
1211,丽娜,连携技,1211_QTE,连携技,连携技：侍者守则,,,1013.00%,92.10%,2026.10%,2210.30%,2394.50%,175.10%,8.00%,263.10%,279.10%,295.10%,0,0,0,0,0,0,158.08,228.745,166.71,0,0,36620,3,5,3,1,0,93,16,TRUE,TRUE,0,93,,,,1,15,,,TRUE,1,TRUE,
1211,丽娜,终结技,1211_Q,终结技,终结技：女王的侍从们,,,2116.70%,192.50%,4234.20%,4619.20%,5004.20%,113.80%,5.20%,171.00%,181.40%,191.80%,0,0,0,0,0,0,0,0,733.38,0,0,10837,3,6,3,1,0,0,1,TRUE,TRUE,0,0,,,,1,15,,,TRUE,1,TRUE,
1211,丽娜,冲刺攻击,1211_RA,冲刺攻击,冲刺攻击：突然惊吓,,,105.00%,9.60%,210.60%,229.80%,249.00%,52.50%,2.40%,78.90%,83.70%,88.50%,0,0,1.8,0,0,0,12.5,13.75,50,0,0,0,2,3,0,0,0,65,6,TRUE,FALSE,0,0,,,,0,0,,,TRUE,1,FALSE,
1211,丽娜,闪避反击,1211_CA,闪避反击,闪避反击：邦布回魂,,,227.60%,20.70%,455.30%,496.70%,538.10%,227.60%,10.40%,342.00%,362.80%,383.60%,0,0,4.202,0,0,0,27.53,32.12,266.71,0,0,11670,2,4,3,1,0,72,6,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1211,丽娜,受击支援,1211_BH_Aid,受击支援,快速支援：二拍的阿勒芒德,,,122.60%,11.20%,245.80%,268.20%,290.60%,122.60%,5.60%,184.20%,195.40%,206.60%,0,0,4.202,0,0,0,27.53,32.12,58.36,0,0,11670,5,7,3,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1211,丽娜,突击支援,1211_Parry_Aid,回避支援,支援突击：四拍的加沃特,,,349.40%,31.80%,699.20%,762.80%,826.40%,303.60%,13.80%,455.40%,483.00%,510.60%,0,0,0,0,0,0,94.1,103.51,158.3,0,0,31092,5,9,3,1,0,0,1,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,TRUE,
1181,格莉丝,普攻,1181_NA_1,第1段普攻,普通攻击：高压射钉,,一段,55.10%,5.10%,111.20%,121.40%,131.60%,18.00%,0.90%,27.90%,29.70%,31.50%,0,0,0.615,0,0,0,4.28,4.7025,17.08,0,0,0,0,0,0,0,0,25,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1181,格莉丝,普攻,1181_NA_2,第2段普攻,普通攻击：高压射钉,,二段,59.70%,5.50%,120.20%,131.20%,142.20%,34.70%,1.60%,52.30%,55.50%,58.70%,0,0,1.189,0,0,0,8.28,9.1025,33.02,0,0,0,0,0,0,0,0,24,3,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1181,格莉丝,普攻,1181_NA_3,第3段普攻,普通攻击：高压射钉,,三段,124.80%,11.40%,250.20%,273.00%,295.80%,71.60%,3.30%,107.90%,114.50%,121.10%,0,0,2.454,0,0,0,17.05,18.755,68.17,0,0,6460,0,0,3,0,0,37,5,TRUE,TRUE,0,0,,,,0,0,,,FALSE,1,FALSE,
1181,格莉丝,普攻,1181_NA_4,第4段普攻,普通攻击：高压射钉,,四段,186.30%,17.00%,373.30%,407.30%,441.30%,107.20%,4.90%,161.10%,170.90%,180.70%,0,0,4.081,0,0,0,28.35,31.185,113.35,0,0,0,0,0,0,0,0,59,5,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1181,格莉丝,普攻,1181_SNA_1,第1段特殊普攻,普通攻击：高压射钉,,垫步射击,40.30%,3.70%,81.00%,88.40%,95.80%,40.30%,1.90%,61.20%,65.00%,68.80%,0,0,1.38,0,0,0,1.04,10.56,38.34,0,0,0,0,0,0,0,0,23,5,TRUE,FALSE,0,0,,,,0,0,,,FALSE,1,FALSE,
1181,格莉丝,特殊技,1181_E,特殊技,特殊技：工程清障,,,42.10%,3.90%,85.00%,92.80%,100.60%,42.10%,2.00%,64.10%,68.10%,72.10%,0,0,0,0,0,0,10.03,11.0275,20.02,0,0,7003,1,1,3,0,0,35,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1181,格莉丝,强化特殊技,1181_E_EX,强化特殊技,强化特殊技：超规工程清障,,此处是双倍的倍率和成长，因为一次性有两颗手雷，角色说明面板里面也是这么标注的,166.90%,15.20%,334.10%,364.50%,394.90%,134.20%,6.10%,201.30%,213.50%,225.70%,40,40,0,0,0,0,47.55,52.305,34.17,0,0,14334,1,2,3,0,0,49,4,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
1181,格莉丝,特殊技,1181_R+E,闪E,特殊技：工程清障,,,42.10%,3.90%,85.00%,92.80%,100.60%,42.10%,2.00%,64.10%,68.10%,72.10%,0,0,0,0,0,0,10.03,11.0275,20.02,0,0,7003,1,1,3,0,0,14,2,TRUE,TRUE,0,0,,,,0,0,,,TRUE,1,FALSE,
